502376	18	0.17511933722247708	0.9169366350014391
889865	7	0.3366411315234331	0.4565000494724807
657694	23	0.8880847880198194	0.31160114962252605
448054	25	0.5928158110290442	0.7124466140462193
566752	7	0.5264685565177627	0.4312489840224565
998512	13	0.6721261770440147	0.5758849882217303
24842	19	0.23827218583184726	0.32322615711387037
215740	24	0.2042734944810695	0.7300214333436315
80456	16	0.3390173232495636	0.061520508428904
499	22	0.3602274213826382	0.2296756080774056
162445	12	0.3042657747479243	0.6775247716283408
669743	8	0.5592239647702412	0.7579239159639455
238018	10	0.22552815409097804	0.7881835093022401
468924	3	0.24068799211348735	0.7852851365839596
635349	24	0.6240320769103066	0.8094288344894445
149420	2	0.7173669710663974	0.27335270045291393
685650	18	0.3261774461098663	0.59700542007786
191087	5	0.6010133606723085	0.4726053597580222
84492	11	0.41496157048286464	0.05076775034010683
20165	26	0.19117163449887808	0.005649113556495777
2517611	20	0.27039810411476184	0.43163503432698647
5037933	27	0.6090363102883081	0.07829117283526166
6792799	19	0.370958855504787	0.9917845717443479
7246577	14	0.2554972441863723	0.6669137528945669
5071219	28	0.45362207032069113	0.6927191825480484
7014635	6	0.5512513883216195	0.1712262720934028
4160697	24	0.23945136298138392	0.4152605742261807
7679501	21	0.5199070315780798	0.602852683510896
8737311	13	0.27786506694674595	0.05398670610269973
7791170	25	0.11612310888456792	0.21118634510454137
2409242	6	0.543700641280678	0.19305979452234256
